"DRIPPING SPRINGS 6 E, TX US (USC00412585)",,,,,,
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
12/1/1984,,70,36,0,0,0
12/2/1984,,72,50,0,0,0
12/3/1984,,54,38,0,0,0
12/4/1984,,51,39,0.17,0,0
12/5/1984,,48,35,0.45,0,0
12/6/1984,,52,33,0,0,0
12/7/1984,,59,23,0,0,0
12/8/1984,,65,30,0,0,0
12/9/1984,,72,52,0,0,0
12/10/1984,,77,46,0,0,0
12/11/1984,,73,54,0,0,0
12/12/1984,,68,57,0,0,0
12/13/1984,,76,57,0.36,0,0
12/14/1984,,67,51,0.01,0,0
12/15/1984,,70,50,0.62,0,0
12/16/1984,,67,47,0.99,0,0
12/17/1984,,68,55,0.03,0,0
12/18/1984,,69,56,0.71,0,0
12/19/1984,,72,50,0,0,0
12/20/1984,,68,60,0,0,0
12/21/1984,,78,61,0,0,0
12/22/1984,,61,41,0,0,0
12/23/1984,,63,48,0,0,0
12/24/1984,,76,56,0,0,0
12/25/1984,,68,36,0,0,0
12/26/1984,,53,37,0,0,0
12/27/1984,,65,52,0.06,0,0
12/28/1984,,73,60,0.29,0,0
12/29/1984,,74,64,0.02,0,0
12/30/1984,,76,62,0.03,0,0
12/31/1984,,69,58,1.64,0,0
1/1/1985,,58,37,0,0,0
1/2/1985,,37,24,0.05,0.3,0
1/3/1985,,47,20,0.43,3.5,4
1/4/1985,,55,22,0,0,0
1/5/1985,,57,31,0,0,0
1/6/1985,,64,27,0,0,0
1/7/1985,,65,34,0,0,0
1/8/1985,,60,28,0,0,0
1/9/1985,,68,46,0,0,0
1/10/1985,,61,35,0,0,0
1/11/1985,,44,31,0,0,0
1/12/1985,,32,21,0.33,1.8,2
1/13/1985,,31,21,0.61,5.8,8
1/14/1985,,49,28,0,0,
1/15/1985,,51,27,0,0,
1/16/1985,,49,42,0.21,0,
1/17/1985,,57,32,0.31,0,
1/18/1985,,70,34,0,0,0
1/19/1985,,69,35,0,0,0
1/20/1985,,60,18,0,0,0
1/21/1985,,45,10,0,0,0
1/22/1985,,41,17,0,0,0
1/23/1985,,44,35,0,0,0
1/24/1985,,64,38,0,0,0
1/25/1985,,78,38,0,0,0
1/26/1985,,65,33,0,0,0
1/27/1985,,72,43,0.14,0,0
1/28/1985,,57,36,0,0,0
1/29/1985,,52,36,0.01,0,0
1/30/1985,,75,52,0.03,0,0
1/31/1985,,65,18,0,0,0
2/1/1985,,21,17,0,0,0
2/2/1985,,32,4,0.26,1.6,2
2/3/1985,,32,14,0,0,1
2/4/1985,,37,28,0.08,0,1
2/5/1985,,43,31,0.02,0,0
2/6/1985,,50,34,0,0,0
2/7/1985,,52,29,0,0,0
2/8/1985,,56,23,0,0,0
2/9/1985,,68,40,0,0,0
2/10/1985,,68,48,0,0,0
2/11/1985,,55,31,0.04,0,0
2/12/1985,,65,21,0,0,0
2/13/1985,,67,32,0,0,0
2/14/1985,,62,40,0,0,0
2/15/1985,,61,36,0,0,0
2/16/1985,,69,39,0,0,0
2/17/1985,,66,50,0,0,0
2/18/1985,,65,53,0.02,0,0
2/19/1985,,71,52,0,0,0
2/20/1985,,63,55,0,0,0
2/21/1985,,66,60,0.04,0,0
2/22/1985,,69,63,0.03,0,0
2/23/1985,,74,53,3.66,0,0
2/24/1985,,71,45,0,0,0
2/25/1985,,72,36,0,0,0
2/26/1985,,67,42,0,0,0
2/27/1985,,62,42,0.08,0,0
2/28/1985,,57,40,0,0,0
3/1/1985,,75,50,0.84,0,0
3/2/1985,,72,53,0,0,0
3/3/1985,,74,61,0,0,0
3/4/1985,,71,52,0,0,0
3/5/1985,,64,39,0,0,0
3/6/1985,,66,49,0,0,0
3/7/1985,,75,55,0.07,0,0
3/8/1985,,76,60,0,0,0
3/9/1985,,79,61,0,0,0
3/10/1985,,77,59,0,0,0
3/11/1985,,86,64,0,0,0
3/12/1985,,82,57,0.06,0,0
3/13/1985,,80,64,0.02,0,0
3/14/1985,,76,47,1.21,0,0
3/15/1985,,56,48,0.21,0,0
3/16/1985,,58,49,0.03,0,0
3/17/1985,,66,44,0,0,0
3/18/1985,,67,40,0,0,0
3/19/1985,,66,50,0,0,0
3/20/1985,,76,52,0.76,0,0
3/21/1985,,67,52,0,0,0
3/22/1985,,75,36,0,0,0
3/23/1985,,76,54,0,0,0
3/24/1985,,84,42,0,0,0
3/25/1985,,83,57,0,0,0
3/26/1985,,76,60,0,0,0
3/27/1985,,83,67,1,0,0
3/28/1985,,82,67,0,0,0
3/29/1985,,74,69,0,0,0
3/30/1985,,70,50,0.06,0,0
3/31/1985,,73,32,0,0,0
4/1/1985,,77,42,0,0,0
4/2/1985,,81,38,0,0,0
4/3/1985,,84,57,0,0,0
4/4/1985,,80,59,0,0,0
4/5/1985,,77,54,0,0,0
4/6/1985,,84,44,0,0,0
4/7/1985,,75,58,0,0,0
4/8/1985,,63,49,0,0,0
4/9/1985,,74,51,0,0,0
4/10/1985,,67,54,0,0,0
4/11/1985,,65,56,0.49,0,0
4/12/1985,,78,56,0.09,0,0
4/13/1985,,79,57,0,0,0
4/14/1985,,82,53,0.92,0,0
4/15/1985,,90,53,0,0,0
4/16/1985,,89,54,0,0,0
4/17/1985,,85,53,0,0,0
4/18/1985,,82,60,0,0,0
4/19/1985,,76,65,0,0,0
4/20/1985,,86,67,0.01,0,0
4/21/1985,,75,60,0.21,0,0
4/22/1985,,87,70,0.02,0,0
4/23/1985,,86,60,0.02,0,0
4/24/1985,,83,47,0,0,0
4/25/1985,,84,50,0,0,0
4/26/1985,,83,60,0.42,0,0
4/27/1985,,83,71,0,0,0
4/28/1985,,80,71,0.08,0,0
4/29/1985,,82,69,0.06,0,0
4/30/1985,,87,67,0.08,0,0
5/1/1985,,84,60,0.06,0,0
5/2/1985,,83,58,0,0,0
5/3/1985,,83,50,0,0,0
5/4/1985,,84,51,0,0,0
5/5/1985,,83,60,0,0,0
5/6/1985,,85,59,0,0,0
5/7/1985,,88,59,0,0,0
5/8/1985,,92,70,0,0,0
5/9/1985,,86,64,0,0,0
5/10/1985,,88,64,0,0,0
5/11/1985,,87,70,0,0,0
5/12/1985,,83,73,0,0,0
5/13/1985,,85,72,0,0,0
5/14/1985,,85,58,1.2,0,0
5/15/1985,,82,58,0,0,0
5/16/1985,,88,69,0,0,0
5/17/1985,,82,65,0.32,0,0
5/18/1985,,80,61,0,0,0
5/19/1985,,86,53,0,0,0
5/20/1985,,86,67,0,0,0
5/21/1985,,87,60,0.39,0,0
5/22/1985,,82,61,0,0,0
5/23/1985,,87,60,0.22,0,0
5/24/1985,,83,57,0,0,0
5/25/1985,,89,58,0,0,0
5/26/1985,,91,63,0,0,0
5/27/1985,,88,71,0,0,0
5/28/1985,,89,74,0,0,0
5/29/1985,,96,71,0,0,0
5/30/1985,,98,69,0,0,0
5/31/1985,,96,71,0,0,0
6/1/1985,,95,71,0,0,0
6/2/1985,,92,70,0,0,0
6/3/1985,,94,75,0,0,0
6/4/1985,,92,75,0,0,0
6/5/1985,,87,73,0,0,0
6/6/1985,,84,66,6.59,0,0
6/7/1985,,92,66,0.3,0,0
6/8/1985,,95,69,0,0,0
6/9/1985,,91,70,0,0,0
6/10/1985,,91,71,0,0,0
6/11/1985,,91,70,0,0,0
6/12/1985,,84,66,0,0,0
6/13/1985,,84,64,0,0,0
6/14/1985,,90,61,0,0,0
6/15/1985,,94,65,0,0,0
6/16/1985,,92,68,0,0,0
6/17/1985,,93,70,0,0,0
6/18/1985,,92,71,0,0,0
6/19/1985,,82,67,0.34,0,0
6/20/1985,,85,66,0,0,0
6/21/1985,,86,69,0,0,0
6/22/1985,,80,68,0.19,0,0
6/23/1985,,88,71,0.7,0,0
6/24/1985,,89,73,0.04,0,0
6/25/1985,,90,71,0.19,0,0
6/26/1985,,90,72,0.12,0,0
6/27/1985,,86,72,0,0,0
6/28/1985,,86,67,0,0,0
6/29/1985,,90,52,0,0,0
6/30/1985,,90,54,0,0,0
7/1/1985,,91,61,0,0,0
7/2/1985,,92,69,0,0,0
7/3/1985,,85,66,0.03,0,0
7/4/1985,,80,65,0.84,0,0
7/5/1985,,89,69,0.03,0,0
7/6/1985,,92,63,0,0,0
7/7/1985,,91,66,0,0,0
7/8/1985,,91,68,0.08,0,0
7/9/1985,,92,68,0,0,0
7/10/1985,,93,73,0,0,0
7/11/1985,,89,70,0,0,0
7/12/1985,,89,69,0.22,0,0
7/13/1985,,91,71,0,0,0
7/14/1985,,92,71,0,0,0
7/15/1985,,92,72,0,0,0
7/16/1985,,95,70,0,0,0
7/17/1985,,96,73,0,0,0
7/18/1985,,95,68,0,0,0
7/19/1985,,92,73,0,0,0
7/20/1985,,93,72,0.03,0,0
7/21/1985,,95,72,0,0,0
7/22/1985,,96,74,0,0,0
7/23/1985,,95,72,0,0,0
7/24/1985,,96,73,0,0,0
7/25/1985,,97,73,0,0,0
7/26/1985,,97,70,0,0,0
7/27/1985,,98,72,0,0,0
7/28/1985,,100,72,0,0,0
7/29/1985,,99,71,0,0,0
7/30/1985,,97,72,0,0,0
7/31/1985,,97,72,0,0,0
8/1/1985,,99,72,0,0,0
8/2/1985,,100,73,0,0,0
8/3/1985,,99,74,0,0,0
8/4/1985,,99,70,0,0,0
8/5/1985,,100,72,0,0,0
8/6/1985,,101,72,0,0,0
8/7/1985,,101,71,0,0,0
8/8/1985,,100,73,0,0,0
8/9/1985,,100,74,0,0,0
8/10/1985,,100,70,0,0,0
8/11/1985,,99,70,0,0,0
8/12/1985,,98,72,0,0,0
8/13/1985,,98,73,0,0,0
8/14/1985,,97,73,0,0,0
8/15/1985,,97,69,0,0,0
8/16/1985,,99,72,0,0,0
8/17/1985,,101,73,0,0,0
8/18/1985,,102,73,0,0,0
8/19/1985,,103,73,0,0,0
8/20/1985,,102,73,0,0,0
8/21/1985,,100,73,0,0,0
8/22/1985,,98,72,0,0,0
8/23/1985,,98,73,0,0,0
8/24/1985,,101,72,0,0,0
8/25/1985,,98,67,0.05,0,0
8/26/1985,,101,64,0,0,0
8/27/1985,,94,71,0,0,0
8/28/1985,,95,67,0,0,0
8/29/1985,,92,63,0,0,0
8/30/1985,,97,65,0.02,0,0
8/31/1985,,102,74,0,0,0
9/1/1985,,104,70,0,0,0
9/2/1985,,103,71,0,0,0
9/3/1985,,103,76,0,0,0
9/4/1985,,99,73,0,0,0
9/5/1985,,96,76,0,0,0
9/6/1985,,90,68,1.38,0,0
9/7/1985,,97,75,0,0,0
9/8/1985,,96,69,0,0,0
9/9/1985,,95,72,0,0,0
9/10/1985,,94,72,0,0,0
9/11/1985,,86,71,0,0,0
9/12/1985,,86,70,0.16,0,0
9/13/1985,,85,67,0.12,0,0
9/14/1985,,88,67,0.83,0,0
9/15/1985,,81,64,0.04,0,0
9/16/1985,,85,62,0,0,0
9/17/1985,,90,66,0,0,0
9/18/1985,,91,72,0,0,0
9/19/1985,,91,68,0,0,0
9/20/1985,,89,70,0,0,0
9/21/1985,,89,60,0,0,0
9/22/1985,,91,69,0,0,0
9/23/1985,,89,70,0,0,0
9/24/1985,,86,57,0,0,0
9/25/1985,,92,67,0,0,0
9/26/1985,,80,57,0.26,0,0
9/27/1985,,85,51,0,0,0
9/28/1985,,76,67,0,0,0
9/29/1985,,73,59,0.49,0,0
9/30/1985,,65,47,1.23,0,0
10/1/1985,,70,46,0,0,0
10/2/1985,,76,43,0,0,0
10/3/1985,,83,48,0,0,0
10/4/1985,,79,57,0,0,0
10/5/1985,,76,49,0,0,0
10/6/1985,,79,44,0,0,0
10/7/1985,,83,55,0,0,0
10/8/1985,,85,67,0,0,0
10/9/1985,,84,70,0,0,0
10/10/1985,,86,72,0.07,0,0
10/11/1985,,88,71,0.06,0,0
10/12/1985,,88,70,0,0,0
10/13/1985,,90,70,0,0,0
10/14/1985,,89,72,0,0,0
10/15/1985,,80,61,2.42,0,0
10/16/1985,,74,63,0,0,0
10/17/1985,,84,66,0,0,0
10/18/1985,,87,71,0,0,0
10/19/1985,,76,65,0.43,0,0
10/20/1985,,73,63,1.64,0,0
10/21/1985,,70,64,0,0,0
10/22/1985,,79,64,0.43,0,0
10/23/1985,,84,64,0,0,0
10/24/1985,,85,63,0,0,0
10/25/1985,,83,63,0,0,0
10/26/1985,,80,60,0,0,0
10/27/1985,,79,55,0,0,0
10/28/1985,,72,54,0,0,0
10/29/1985,,67,59,0,0,0
10/30/1985,,68,56,0.12,0,0
10/31/1985,,73,50,0,0,0
11/1/1985,,60,46,0,0,0
11/2/1985,,62,49,0.91,0,0
11/3/1985,,70,37,0.02,0,0
11/4/1985,,72,37,0,0,0
11/5/1985,,74,39,0,0,0
11/6/1985,,81,51,0,0,0
11/7/1985,,69,46,0,0,0
11/8/1985,,79,44,0,0,0
11/9/1985,,80,67,0,0,0
11/10/1985,,84,69,0,0,0
11/11/1985,,73,52,0.41,0,0
11/12/1985,,79,56,0.14,0,0
11/13/1985,,80,69,0,0,0
11/14/1985,,81,67,0,0,0
11/15/1985,,74,49,0.04,0,0
11/16/1985,,54,48,0.11,0,0
11/17/1985,,70,52,0.11,0,0
11/18/1985,,78,68,0.01,0,0
11/19/1985,,78,59,0.02,0,0
11/20/1985,,59,39,0.68,0,0
11/21/1985,,57,42,0.05,0,0
11/22/1985,,64,53,0,0,0
11/23/1985,,69,59,0.02,0,0
11/24/1985,,68,63,0.42,0,0
11/25/1985,,77,61,1.63,0,0
11/26/1985,,75,69,0.01,0,0
11/27/1985,,72,52,1.72,0,0
11/28/1985,,52,41,0.35,0,0
11/29/1985,,52,42,0.01,0,0
11/30/1985,,73,50,0,0,0
12/1/1985,,65,34,0.03,0,0
12/2/1985,,42,25,0,0,0
12/3/1985,,43,24,0,0,0
12/4/1985,,73,42,0.03,0,0
12/5/1985,,62,40,0,0,0
12/6/1985,,64,29,0,0,0
12/7/1985,,69,40,0,0,0
12/8/1985,,73,40,0,0,0
12/9/1985,,76,57,0.01,0,0
12/10/1985,,71,65,0.03,0,0
12/11/1985,,68,37,1.33,0,0
12/12/1985,,37,31,0.03,0,0
12/13/1985,,40,28,0.01,0,0
12/14/1985,,47,19,0,0,0
12/15/1985,,54,20,0,0,0
12/16/1985,,60,26,0,0,0
12/17/1985,,57,38,0,0,0
12/18/1985,,59,31,0,0,0
12/19/1985,,55,23,0,0,0
12/20/1985,,57,30,0,0,0
12/21/1985,,67,33,0,0,0
12/22/1985,,70,40,0,0,0
12/23/1985,,71,33,0,0,0
12/24/1985,,61,43,0,0,0
12/25/1985,,48,27,0,0,0
12/26/1985,,56,24,0,0,0
12/27/1985,,65,48,0,0,0
12/28/1985,,66,41,0,0,0
12/29/1985,,64,31,0,0,0
12/30/1985,,70,44,0,0,0
12/31/1985,,60,47,0,0,0
1/1/1986,,50,31,0,0,0
1/2/1986,,69,32,0.15,0,0
1/3/1986,,64,34,0,0,0
1/4/1986,,65,42,0,0,0
1/5/1986,,53,29,0,0,0
1/6/1986,,62,28,0,0,0
1/7/1986,,54,34,0,0,0
1/8/1986,,38,29,0.23,0.2,0
1/9/1986,,44,30,0.16,0.1,0
1/10/1986,,60,28,0,0,0
1/11/1986,,64,27,0,0,0
1/12/1986,,70,30,0,0,0
1/13/1986,,67,27,0,0,0
1/14/1986,,69,33,0,0,0
1/15/1986,,71,38,0,0,0
1/16/1986,,67,54,0,0,0
1/17/1986,,69,49,0.04,0,0
1/18/1986,,76,50,0,0,0
1/19/1986,,74,37,0,0,0
1/20/1986,,78,51,0,0,0
1/21/1986,,77,46,0,0,0
1/22/1986,,67,44,0,0,0
1/23/1986,,62,44,0,0,0
1/24/1986,,67,46,0,0,0
1/25/1986,,67,46,0,0,0
1/26/1986,,58,30,0,0,0
1/27/1986,,53,24,0,0,0
1/28/1986,,70,32,0,0,0
1/29/1986,,74,41,0,0,0
1/30/1986,,73,38,0,0,0
1/31/1986,,74,52,0,0,0
2/1/1986,,74,62,0.01,0,0
2/2/1986,,73,64,0,0,0
2/3/1986,,70,59,0.35,0,0
2/4/1986,,79,55,1.37,0,0
2/5/1986,,64,48,0.03,0,0
2/6/1986,,65,39,0,0,0
2/7/1986,,60,44,0,0,0
2/8/1986,,57,35,0,0,0
2/9/1986,,38,33,0.08,0,0
2/10/1986,,35,31,0.05,0,0
2/11/1986,,42,25,0,0,0
2/12/1986,,47,20,0,0,0
2/13/1986,,47,35,0,0,0
2/14/1986,,68,46,0,0,0
2/15/1986,,72,32,0,0,0
2/16/1986,,80,56,0,0,0
2/17/1986,,82,55,0,0,0
2/18/1986,,90,51,0,0,0
2/19/1986,,93,57,0,0,0
2/20/1986,,99,52,0,0,0
2/21/1986,,77,36,0,0,0
2/22/1986,,67,34,0,0,0
2/23/1986,,75,30,0,0,0
2/24/1986,,78,44,0,0,0
2/25/1986,,86,38,0,0,0
2/26/1986,,92,60,0,0,0
2/27/1986,,82,60,0,0,0
2/28/1986,,61,39,0,0,0
3/1/1986,,71,29,0,0,0
3/2/1986,,79,48,0,0,0
3/3/1986,,78,56,0,0,0
3/4/1986,,73,35,0,0,0
3/5/1986,,77,43,0,0,0
3/6/1986,,74,40,0,0,0
3/7/1986,,77,40,0,0,0
3/8/1986,,78,53,0,0,0
3/9/1986,,80,60,0,0,0
3/10/1986,,85,60,0,0,0
3/11/1986,,76,55,0,0,0
3/12/1986,,78,42,0.21,0,0
3/13/1986,,75,45,0,0,0
3/14/1986,,68,40,0.02,0,0
3/15/1986,,77,44,0.07,0,0
3/16/1986,,82,37,0,0,0
3/17/1986,,78,56,0,0,0
3/18/1986,,78,54,0.19,0,0
3/19/1986,,72,44,0,0,0
3/20/1986,,65,36,0,0,0
3/21/1986,,69,29,0,0,0
3/22/1986,,74,37,0,0,0
3/23/1986,,74,46,0,0,0
3/24/1986,,75,49,0,0,0
3/25/1986,,78,53,0,0,0
3/26/1986,,78,57,0,0,0
3/27/1986,,81,56,0,0,0
3/28/1986,,83,56,0,0,0
3/29/1986,,80,54,0,,
3/30/1986,,81,57,0,,
3/31/1986,,80,58,0,,
4/1/1986,,82,62,0,0,0
4/2/1986,,82,63,0,0,0
4/3/1986,,75,64,0,0,0
4/4/1986,,82,66,0.12,0,0
4/5/1986,,84,69,0.01,0,0
4/6/1986,,76,67,0.01,0,0
4/7/1986,,85,66,0.09,0,0
4/8/1986,,95,66,0,0,0
4/9/1986,,83,53,0.1,0,0
4/10/1986,,56,49,0.34,0,0
4/11/1986,,74,54,0.03,0,0
4/12/1986,,88,66,0,0,0
4/13/1986,,88,56,0,0,0
4/14/1986,,78,66,0,0,0
4/15/1986,,77,42,0,0,0
4/16/1986,,79,45,0,0,0
4/17/1986,,77,57,0.03,0,0
4/18/1986,,73,66,0.01,0,0
4/19/1986,,86,66,0.03,0,0
4/20/1986,,80,51,0,0,0
4/21/1986,,87,49,0,0,0
4/22/1986,,83,45,0,0,0
4/23/1986,,86,54,0,0,0
4/24/1986,,85,62,0,0,0
4/25/1986,,84,54,0,0,0
4/26/1986,,87,68,0,0,0
4/27/1986,,84,65,0,0,0
4/28/1986,,89,54,0,0,0
4/29/1986,,81,70,0,0,0
4/30/1986,,83,64,0.16,0,0
5/1/1986,,79,62,2.03,0,0
5/2/1986,,71,61,0.13,0,0
5/3/1986,,78,55,0.13,0,0
5/4/1986,,74,53,0,0,0
5/5/1986,,82,67,0.06,0,0
5/6/1986,,86,67,0,0,0
5/7/1986,,80,69,0,0,0
5/8/1986,,83,66,0.04,0,0
5/9/1986,,80,67,0.06,0,0
5/10/1986,,82,62,2.92,0,0
5/11/1986,,92,60,0.01,0,0
5/12/1986,,88,64,0,0,0
5/13/1986,,87,67,0,0,0
5/14/1986,,81,71,0,0,0
5/15/1986,,77,64,1.34,0,0
5/16/1986,,76,70,0,0,0
5/17/1986,,81,59,0.06,0,0
5/18/1986,,69,50,1.06,0,0
5/19/1986,,80,49,0,0,0
5/20/1986,,83,49,0,0,0
5/21/1986,,86,60,0,0,0
5/22/1986,,88,63,0,0,0
5/23/1986,,88,69,0,0,0
5/24/1986,,90,70,0,0,0
5/25/1986,,89,65,0.05,0,0
5/26/1986,,79,65,0.07,0,0
5/27/1986,,78,61,0.25,0,0
5/28/1986,,83,56,0.02,0,0
5/29/1986,,87,56,0,0,0
5/30/1986,,81,65,0,0,0
5/31/1986,,80,68,0.39,0,0
6/1/1986,,84,68,0.36,0,0
6/2/1986,,86,70,0.03,0,0
6/3/1986,,85,69,0,0,0
6/4/1986,,86,67,0.45,0,0
6/5/1986,,91,71,0.07,0,0
6/6/1986,,88,71,0,0,0
6/7/1986,,89,68,0,0,0
6/8/1986,,89,69,0.79,0,0
6/9/1986,,89,71,0.02,0,0
6/10/1986,,89,75,0,0,0
6/11/1986,,91,69,0.01,0,0
6/12/1986,,88,70,0,0,0
6/13/1986,,91,62,0,0,0
6/14/1986,,91,69,0,0,0
6/15/1986,,91,72,0,0,0
6/16/1986,,92,72,0,0,0
6/17/1986,,87,67,0.47,0,0
6/18/1986,,85,69,0.15,0,0
6/19/1986,,87,69,0.76,0,0
6/20/1986,,90,72,0.04,0,0
6/21/1986,,91,70,0,0,0
6/22/1986,,92,71,0,0,0
6/23/1986,,90,67,0,0,0
6/24/1986,,90,66,0.01,0,0
6/25/1986,,91,66,0,0,0
6/26/1986,,93,71,0,0,0
6/27/1986,,94,73,0,0,0
6/28/1986,,94,74,0,0,0
6/29/1986,,95,73,0,0,0
6/30/1986,,94,73,0,0,0
7/1/1986,,95,73,0,0,0
7/2/1986,,94,74,0,0,0
7/3/1986,,96,74,0,0,0
7/4/1986,,96,72,0,0,0
7/5/1986,,96,74,0,0,0
7/6/1986,,90,71,0,0,0
7/7/1986,,95,70,0,0,0
7/8/1986,,94,66,0,0,0
7/9/1986,,95,70,0,0,0
7/10/1986,,96,70,0,0,0
7/11/1986,,95,73,0,0,0
7/12/1986,,94,74,0,0,0
7/13/1986,,94,72,0,0,0
7/14/1986,,93,72,0,0,0
7/15/1986,,94,68,0,0,0
7/16/1986,,94,70,0,0,0
7/17/1986,,96,71,0,0,0
7/18/1986,,96,69,0,0,0
7/19/1986,,98,66,0,0,0
7/20/1986,,99,74,0,0,0
7/21/1986,,98,73,0,0,0
7/22/1986,,99,65,0,0,0
7/23/1986,,98,72,0,0,0
7/24/1986,,100,72,0,0,0
7/25/1986,,100,72,0,0,0
7/26/1986,,101,73,0,0,0
7/27/1986,,102,73,0,0,0
7/28/1986,,102,73,0,0,0
7/29/1986,,102,71,0,0,0
7/30/1986,,103,74,0,0,0
7/31/1986,,102,71,0,0,0
8/1/1986,,101,74,0,0,0
8/2/1986,,103,74,0,0,0
8/3/1986,,100,72,0,0,0
8/4/1986,,93,71,0,0,0
8/5/1986,,96,66,0,0,0
8/6/1986,,94,71,0,0,0
8/7/1986,,98,74,0.02,0,0
8/8/1986,,97,73,0,0,0
8/9/1986,,98,72,0,0,0
8/10/1986,,99,73,0,0,0
8/11/1986,,96,76,0,0,0
8/12/1986,,96,69,0,0,0
8/13/1986,,97,67,0,0,0
8/14/1986,,99,70,0,0,0
8/15/1986,,98,72,0,0,0
8/16/1986,,98,72,0,0,0
8/17/1986,,100,76,0,0,0
8/18/1986,,102,73,0,0,0
8/19/1986,,104,70,0,0,0
8/20/1986,,102,75,0,0,0
8/21/1986,,97,74,0,0,0
8/22/1986,,85,64,0.01,0,0
8/23/1986,,83,68,0,0,0
8/24/1986,,88,71,0.06,0,0
8/25/1986,,95,71,0.05,0,0
8/26/1986,,96,73,0,0,0
8/27/1986,,97,73,0,0,0
8/28/1986,,89,71,0,0,0
8/29/1986,,87,68,0.04,0,0
8/30/1986,,91,56,0,0,0
8/31/1986,,95,71,0,0,0
9/1/1986,,86,71,0.06,0,0
9/2/1986,,93,73,0.22,0,0
9/3/1986,,96,73,0,0,0
9/4/1986,,94,74,0,0,0
9/5/1986,,95,73,0.1,0,0
9/6/1986,,79,69,4.06,0,0
9/7/1986,,80,70,0.25,0,0
9/8/1986,,82,67,0,0,0
9/9/1986,,87,67,0,0,0
9/10/1986,,92,73,0.18,0,0
9/11/1986,,92,74,0,0,0
9/12/1986,,83,70,0.15,0,0
9/13/1986,,91,70,0,0,0
9/14/1986,,91,72,0,0,0
9/15/1986,,91,73,0.09,0,0
9/16/1986,,92,73,0,0,0
9/17/1986,,93,74,0,0,0
9/18/1986,,92,73,0,0,0
9/19/1986,,88,72,0,0,0
9/20/1986,,87,71,0.04,0,0
9/21/1986,,88,72,0.1,0,0
9/22/1986,,91,72,0.16,0,0
9/23/1986,,91,72,0,0,0
9/24/1986,,92,74,0,0,0
9/25/1986,,92,74,0,0,0
9/26/1986,,91,75,0.03,0,0
9/27/1986,,92,73,0,0,0
9/28/1986,,92,74,0,0,0
9/29/1986,,90,74,0.17,0,0
9/30/1986,,92,75,0,0,0
10/1/1986,,90,76,0,0,0
10/2/1986,,90,73,0.21,0,0
10/3/1986,,92,73,0,0,0
10/4/1986,,92,75,0,0,0
10/5/1986,,80,67,0.14,0,0
10/6/1986,,69,59,0.98,0,0
10/7/1986,,69,58,0.61,0,0
10/8/1986,,73,62,0.05,0,0
10/9/1986,,83,65,0,0,0
10/10/1986,,78,60,0,0,0
10/11/1986,,78,65,0.69,0,0
10/12/1986,,72,45,1.93,0,0
10/13/1986,,63,44,1.01,0,0
10/14/1986,,77,42,0,0,0
10/15/1986,,78,43,0,0,0
10/16/1986,,78,44,0,0,0
10/17/1986,,78,45,0,0,0
10/18/1986,,76,48,0,0,0
10/19/1986,,75,48,0,0,0
10/20/1986,,72,50,0,0,0
10/21/1986,,67,57,0,0,0
10/22/1986,,72,64,0.62,0,0
10/23/1986,,70,64,2.43,0,0
10/24/1986,,74,60,0.61,0,0
10/25/1986,,73,48,0,0,0
10/26/1986,,72,47,0,0,0
10/27/1986,,75,46,0,0,0
10/28/1986,,78,48,0,0,0
10/29/1986,,80,51,0,0,0
10/30/1986,,78,54,0,0,0
10/31/1986,,76,49,0,0,0
11/1/1986,,74,56,0,0,0
11/2/1986,,75,52,0,0,0
11/3/1986,,70,54,0,0,0
11/4/1986,,72,61,0.15,0,0
11/5/1986,,66,48,0.45,0,0
11/6/1986,,67,44,0,0,0
11/7/1986,,70,54,0.19,0,0
11/8/1986,,78,56,0.04,0,0
11/9/1986,,74,63,0.02,0,0
11/10/1986,,74,56,0,0,0
11/11/1986,,67,39,0,0,0
11/12/1986,,54,38,0,0,0
11/13/1986,,46,28,0.18,0,0
11/14/1986,,54,30,0.03,0,0
11/15/1986,,70,44,0,0,0
11/16/1986,,80,56,0,0,0
11/17/1986,,81,58,0,0,0
11/18/1986,,80,60,0,0,0
11/19/1986,,76,53,0,0,0
11/20/1986,,70,58,0,0,0
11/21/1986,,68,38,0,0,0
11/22/1986,,77,55,0.08,0,0
11/23/1986,,65,51,0,0,0
11/24/1986,,51,43,0.39,0,0
11/25/1986,,59,40,0.9,0,0
11/26/1986,,59,39,0,0,0
11/27/1986,,55,39,0,0,0
11/28/1986,,62,43,0.04,0,0
11/29/1986,,67,30,0,0,0
11/30/1986,,73,31,0,0,0
12/1/1986,,58,43,0,0,0
12/2/1986,,66,29,0,0,0
12/3/1986,,58,30,0,0,0
12/4/1986,,60,33,0,0,0
12/5/1986,,60,40,0,0,0
12/6/1986,,62,46,0,0,0
12/7/1986,,65,56,0.15,0,0
12/8/1986,,68,64,0.01,0,0
12/9/1986,,64,45,0.21,0,0
12/10/1986,,45,33,0.47,0,0
12/11/1986,,35,32,0.68,0,0
12/12/1986,,54,28,0.09,0,0
12/13/1986,,56,33,0,0,0
12/14/1986,,49,45,0.32,0,0
12/15/1986,,55,48,1.02,0,0
12/16/1986,,54,49,0.03,0,0
12/17/1986,,59,51,0.02,0,0
